Time (IST),Latitude,Longitude,Course,kts,mph,meters,Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt
Tue 15:43:15,33.818,74.8025,188.0,329.0,379.0,6248.0,562.0, FlightAware ADS-B  (SXR / VISR) ,34.0,168.44444444444446,5727.111111111111,3.964869325203568
Tue 15:43:55,33.7571,74.8133,168.0,349.0,402.0,6546.0,418.0, FlightAware ADS-B  (SXR / VISR) ,40.0,178.66666666666666,7146.666666666666,2.389798598141584
Tue 15:44:25,33.7087,74.8255,168.0,367.0,422.0,6736.0,412.0, FlightAware ADS-B  (OPQS) ,30.0,187.55555555555554,5626.666666666666,1.9351187245757424
Tue 15:44:56,33.6565,74.8382,169.0,379.0,436.0,6965.0,450.0, FlightAware ADS-B  (LUH / VILD) ,31.0,193.77777777777777,6007.111111111111,2.1847296132362395
Tue 15:45:26,33.6052,74.8506,169.0,389.0,448.0,7193.0,472.0, FlightAware ADS-B  (OPQS) ,30.0,199.11111111111111,5973.333333333333,2.187490827782351
Tue 15:45:56,33.5491,74.8642,169.0,398.0,458.0,7437.0,457.0, FlightAware ADS-B  (LUH / VILD) ,30.0,203.55555555555554,6106.666666666666,2.2899387750357083
Tue 15:46:26,33.4959,74.877,169.0,407.0,468.0,7650.0,442.0, FlightAware ADS-B  (SXR / VISR) ,30.0,208.0,6240.0,1.956149397398561
Tue 15:46:56,33.4399,74.8906,169.0,413.0,475.0,7879.0,475.0, FlightAware ADS-B  (OPQS) ,30.0,211.11111111111111,6333.333333333333,2.0721464502824603
Tue 15:47:16,33.4005,74.9009,165.0,420.0,483.0,8047.0,457.0, FlightAware ADS-B  (LUH / VILD) ,20.0,214.66666666666666,4293.333333333333,2.242581315397877
Tue 15:48:02,33.3214,74.9455,151.0,429.0,494.0,8382.0,457.0, FlightAware ADS-B  (OPLH) ,46.0,219.55555555555554,10099.555555555555,1.9008368674850182
Tue 15:48:32,33.2688,74.9806,151.0,433.0,498.0,8626.0,472.0, FlightAware ADS-B  (OPLH) ,30.0,221.33333333333334,6640.0,2.1059214529718893
Tue 15:49:02,33.2158,75.0161,151.0,437.0,503.0,8854.0,465.0, FlightAware ADS-B  (OPLH) ,30.0,223.55555555555554,6706.666666666666,1.9482040763792483
Tue 15:49:32,33.1621,75.0519,151.0,441.0,507.0,9091.0,457.0, FlightAware ADS-B  (OPLH) ,30.0,225.33333333333334,6760.0,2.009154299698349
Tue 15:50:02,33.1086,75.0876,151.0,444.0,511.0,9312.0,442.0, FlightAware ADS-B  (OPLH) ,30.0,227.11111111111111,6813.333333333333,1.858794820831491
Tue 15:50:32,33.0547,75.1235,151.0,445.0,512.0,9533.0,420.0, FlightAware ADS-B  (OPLH) ,30.0,227.55555555555554,6826.666666666666,1.8551630917207511
Tue 15:51:03,32.9988,75.1606,151.0,447.0,514.0,9738.0,325.0, FlightAware ADS-B  (AIP / VIAX) ,31.0,228.44444444444446,7081.777777777778,1.6588032246204008
Tue 15:51:34,32.9414,75.1987,151.0,455.0,524.0,9868.0,225.0, FlightAware ADS-B  (AIP / VIAX) ,31.0,232.88888888888889,7219.555555555556,1.0317607298233147
Tue 15:52:04,32.8882,75.234,151.0,463.0,533.0,9967.0,206.0, FlightAware ADS-B  (OPQS) ,30.0,236.88888888888889,7106.666666666667,0.7981893502872985
Tue 15:52:34,32.8296,75.2729,151.0,469.0,540.0,10074.0,244.0, FlightAware ADS-B  (OPQS) ,30.0,240.0,7200.0,0.8515102905500792
Tue 15:53:04,32.773,75.3102,151.0,473.0,544.0,10211.0,285.0, FlightAware ADS-B  (OPQS) ,30.0,241.77777777777777,7253.333333333333,1.082259456305844
Tue 15:53:35,32.7143,75.349,151.0,475.0,547.0,10363.0,302.0, FlightAware ADS-B  (AIP / VIAX) ,31.0,243.11111111111111,7536.444444444444,1.1556575636272648
Tue 15:54:06,32.6536,75.389,151.0,476.0,548.0,10523.0,285.0, FlightAware ADS-B  (LHE / OPLA) ,31.0,243.55555555555554,7550.222222222222,1.2142703525228025
Tue 15:54:36,32.5958,75.4271,151.0,477.0,549.0,10653.0,138.0, FlightAware ADS-B  (LHE / OPLA) ,30.0,244.0,7320.0,1.017601493868084
Tue 15:55:09,32.5302,75.4701,151.0,481.0,554.0,10668.0,15.0, FlightAware ADS-B  (LUH / VILD) ,33.0,246.22222222222223,8125.333333333334,0.10577254441142762
Tue 15:55:39,32.4715,75.5088,151.0,479.0,551.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,244.88888888888889,7346.666666666667,0.0
Tue 15:56:09,32.4128,75.5472,151.0,480.0,552.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,245.33333333333334,7360.0,0.0
Tue 15:56:40,32.3543,75.5854,151.0,479.0,551.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,31.0,244.88888888888889,7591.555555555556,0.0
Tue 15:57:10,32.2959,75.6235,151.0,479.0,551.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,30.0,244.88888888888889,7346.666666666667,0.0
Tue 15:57:41,32.2372,75.6618,151.0,479.0,551.0,10668.0,0.0, FlightAware ADS-B  (DHM / VIGG) ,31.0,244.88888888888889,7591.555555555556,0.0
Tue 15:58:14,32.1733,75.7034,151.0,480.0,552.0,10668.0,0.0, FlightAware ADS-B  (OPLH) ,33.0,245.33333333333334,8096.0,0.0
Tue 15:58:44,32.1149,75.7413,151.0,480.0,552.0,10668.0,8.0, FlightAware ADS-B  (OPLH) ,30.0,245.33333333333334,7360.0,0.0
Tue 15:59:14,32.0564,75.7793,151.0,479.0,551.0,10676.0,8.0, FlightAware ADS-B  (OPLH) ,30.0,244.88888888888889,7346.666666666667,0.062391060801808694
Tue 15:59:44,31.9978,75.8173,151.0,479.0,551.0,10676.0,0.0, FlightAware ADS-B  (OPLH) ,30.0,244.88888888888889,7346.666666666667,0.0
Tue 16:00:14,31.9391,75.8553,151.0,476.0,548.0,10676.0,-7.0, FlightAware ADS-B  (OPLH) ,30.0,243.55555555555554,7306.666666666666,0.0
Tue 16:00:46,31.8776,75.8974,148.0,476.0,548.0,10668.0,-15.0, FlightAware ADS-B  (AIP / VIAX) ,32.0,243.55555555555554,7793.777777777777,-0.05881182780220554
Tue 16:01:16,31.8225,75.9381,148.0,474.0,545.0,10660.0,-8.0, FlightAware ADS-B  (LHE / OPLA) ,30.0,242.22222222222223,7266.666666666667,-0.06307793514167268
Tue 16:01:46,31.7656,75.98,148.0,474.0,545.0,10660.0,0.0, FlightAware ADS-B  (IXC / VICG) ,30.0,242.22222222222223,7266.666666666667,0.0
Tue 16:02:16,31.7099,76.021,148.0,474.0,545.0,10660.0,0.0, FlightAware ADS-B  (IXC / VICG) ,30.0,242.22222222222223,7266.666666666667,0.0
Tue 16:02:46,31.6542,76.0618,148.0,475.0,547.0,10660.0,8.0, FlightAware ADS-B  (IXC / VICG) ,30.0,243.11111111111111,7293.333333333333,0.0
Tue 16:03:16,31.5978,76.1032,148.0,475.0,547.0,10668.0,8.0, FlightAware ADS-B  (IXC / VICG) ,30.0,243.11111111111111,7293.333333333333,0.06284730274501459
Tue 16:03:46,31.5419,76.1441,148.0,475.0,547.0,10668.0,8.0, FlightAware ADS-B  (IXC / VICG) ,30.0,243.11111111111111,7293.333333333333,0.0
Tue 16:04:16,31.4876,76.1838,148.0,475.0,547.0,10676.0,8.0, FlightAware ADS-B  (IXC / VICG) ,30.0,243.11111111111111,7293.333333333333,0.06284730274501459
Tue 16:04:46,31.4309,76.2252,148.0,473.0,544.0,10676.0,-8.0, FlightAware ADS-B  (VIDD) ,30.0,241.77777777777777,7253.333333333333,0.0
Tue 16:05:17,31.3751,76.2659,148.0,473.0,544.0,10668.0,0.0, FlightAware ADS-B  (LUH / VILD) ,31.0,241.77777777777777,7495.111111111111,-0.06115537399551652
Tue 16:05:47,31.3189,76.3068,148.0,473.0,544.0,10676.0,8.0, FlightAware ADS-B  (LUH / VILD) ,30.0,241.77777777777777,7253.333333333333,0.06319388727530484
Tue 16:06:17,31.2635,76.3471,148.0,472.0,543.0,10676.0,-8.0, FlightAware ADS-B  (LUH / VILD) ,30.0,241.33333333333334,7240.0,0.0
Tue 16:06:47,31.2079,76.3876,148.0,472.0,543.0,10668.0,-8.0, FlightAware ADS-B  (LHE / OPLA) ,30.0,241.33333333333334,7240.0,-0.06331026648887914
Tue 16:07:17,31.1503,76.4293,148.0,471.0,542.0,10668.0,-8.0, FlightAware ADS-B  (IXC / VICG) ,30.0,240.88888888888889,7226.666666666667,0.0
